FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,updateTime
1012547,Portland Farmers Market - Portland State University,http://www.portlandfarmersmarket.org/,https://www.facebook.com/portlandfarmersmarket?v=wall,https://twitter.com/portlandfarmers,,https://www.instagram.com/portlandfarmers/,SW Park Ave and Montgomery St,Portland,Multnomah,Oregon,97201,03/05/2016 to 10/29/2016,Sat: 8:30 AM-2:00 PM;,11/05/2016 to 02/25/2017,Sat: 9:00 AM-2:00 PM;,,,,,-122.6850889,45.5124099,,8/30/2016 11:19
1012548,Cannon Beach Farmers Market,http://Cannon Beach Market.org,Cannon Beach Farmers Market,info@cannon Beach Farmers Market,,,163 Gower St.,Cannon Beach ,Clatsop,Oregon,97110,,Tue: 1:00 PM-5:00 PM;,,,,,,,-123.9607538,45.8898257,,7/13/2016 18:08
1012550,Westover Hills Farmers Market,http://www.westoverhills.org,Westover Hills Farmers Market,,,,6400 Kavanaugh Blvd,Little Rock ,Pulaski,Arkansas,72207,05/03/2016 to 10/25/2016,Tue: 4:00 PM-7:00 PM;,,,,,,,-92.345477,34.770334,,7/13/2016 19:34
1012551,Historic Lewes Farmers Market at Kings Highway,http://www.historiclewesfarmersmarket.org,https://www.facebook.com/historiclewesfarmersmarket/,,,,Crooked Hammock Way and Kings Highway,Lewes,Sussex,Delaware,19958,,Wed: 8:00 AM-11:00 AM;,,,,,,,-75.1513058,38.7457004,,7/13/2016 19:34
1012552,Cowtown Farmers Market,http://www.cowtownmarket.com,@cowtownfarmersmkt,,,,3821 SOUTHWEST BLVD,Fort Worth ,Tarrant,Texas,,01/01/2016 to 12/31/2016,Sat: 8:00 AM-12:00 PM;,06/01/2016 to 09/28/2016,Wed: 8:00 AM-12:00 PM;,,,,,-97.442048,32.716447,,7/20/2016 11:56
1012553,Lewistown Farmers Market,,,,,,"East Main Street, Symmes Park",Lewistown,Fergus,Montana,59457,06/18/2016 to 10/01/2016,Sat: 8:00 AM-3:00 PM;,,,,,,,-109.414827,47.071131,,7/13/2016 19:45
1012554,The Wednesday Market,http://www.wednesdaymarket.locallygrown.net,The Wednesday Market,,,,139 Adams Street,Zebulon,Pike,Georgia,30295,01/01/2016 to 12/31/2016,Wed: 3:00 PM-6:00 PM;,,,,,,,-84.343912,33.103356,,7/13/2016 21:02
1012555,Hope Farmers Market,,www.facebook.com/HopeFarmersMarket,https://twitter.com/HopeFarmMarket,,instagram: hopefarmersmarket,Corner of 3rd and Elm Streets,Hope,Hempstead,Arkansas,71801,05/03/2016 to 09/27/2016,Tue: 7:00 AM-11:00 AM;,,,,,,,-93.592601,33.667057,,7/13/2016 21:30
1012556,Pinecroft Farmers Market,http://www.pinecroftfarmersmarket.com,https://m.facebook.com/pinecroftfarmersmarket/,,,,539-555 Prospect Street,West Boylston ,Worcester,Massachusetts,1583,06/05/2016 to 10/23/2016,Sun: 9:00 AM-1:00 PM;,,,,,,,-71.8005373,42.3367495,,7/13/2016 21:55
1012557,South Cumberland Farmers Market,,,,,,39 Ballpark Road,Sewanee,Franklin,Tennessee,37375,,Tue: 4:30 PM-6:00 PM;,,,,,,,-85.9175928,35.1939672,,7/13/2016 22:09
1012558,Palm Springs Certified Farmers' Market,http://www.certifiedfarmersmarkets.org,https://www.facebook.com/CertifiedFarmersMarket/,@PSFARMERSMARKET,,Instagram: certifiedfarmersmarketscv,2300 E. Baristo Rd,Palm Springs,Riverside,California,92262,01/01/2016 to 12/31/2016,Sat: 8:00 AM-12:30 PM;,,,,,,,-116.520945,33.820181,,7/13/2016 23:58
1012559,Burnt Hills Farmers Market,,Route 50 Green Market,,,,802 Saratoga Rd. (Route 50),Burnt Hills,Saratoga,New York,12027,06/04/2016 to 10/15/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-73.8997429,42.9085405,,7/14/2016 8:02
1012560,Morganton Farmer's Market,http://www.downtownmorganton.com/index.php/shop/farmers-markets,www.facebook.com/morgantonfarmersmarket,,,,111 North Green Street,Morganton,Burke,North Carolina,28655,04/30/2016 to 10/29/2016,Wed: 1:00 PM-5:30 PM;,11/19/2016 to 11/19/2016,Sat: 11:00 AM-3:00 PM;,12/10/2016 to 12/10/2016,Sat: 11:00 AM-3:00 PM;,,,-81.688488,35.7466269,,7/14/2016 8:43
1012562,Appleton Area Farmers Market,,,,,,,Appleton,Swift,Minnesota,56208,06/08/2016 to 08/31/2016,Wed: 8:00 AM-12:00 PM;,09/07/2016 to 10/12/2016,Wed: 9:00 AM-1:00 PM;,,,,,-96.020908,45.203207,,7/14/2016 9:33
1012563,Harrison Farmer's Market ,,Www.facebook.com/harrisonfarmersmarket,,,,1425 N. Main St.,Harrison,Boone,Arkansas,726o1,04/30/2016 to 11/05/2016,Tue: 7:00 AM-12:00 PM;Thu: 4:00 AM-7:00 PM;Sat: 7:00 AM-12:00 PM;,,,,,,,-93.1172502,36.247214,,7/14/2016 9:25
1012564,White Oak Pastures,http://www.whiteoakpastures.com,whiteoakpastures,whiteoakpasture,White Oak Pastures,whiteoakpastures,101 Church St,Bluffton ,Clay,Georgia,39824,01/01/2016 to 12/31/2016,Mon: 8:00 AM-6:00 PM;Tue: 8:00 AM-6:00 PM;Wed: 8:00 AM-6:00 PM;Thu: 8:00 AM-6:00 PM;Fri: 8:00 AM-6:00 PM;Sat: 9:00 AM-6:00 PM;Sun: 11:00 AM-5:00 PM;,,,,,,,-84.8660495,31.5208669,,7/14/2016 11:34
1012567,Emory Farmers Market,http://www.emory.edu/dining/emory_farmers_market.php,https://www.facebook.com/EmoryFarmersMarket/,https://twitter.com/emoryfarmersmkt,,@EMORYFARMERSMKT,"569 Asbury Circle, Cox Hall Bridge",Atlanta,Fulton,Georgia,30322,01/01/2016 to 12/31/2016,Tue: 11:00 AM-3:00 PM;,,,,,,,-84.323671,33.792144,,7/14/2016 11:01
1012572,Downtown South Boston Farmers' Market,http://www.downtownsobo.com/?link=farmers_market,https://www.facebook.com/Downtown-South-Boston-Farmers-Market-116983188377428/,,,,300 Broad Street,South Boston ,Halifax,Virginia,24589,04/15/2016 to 09/15/2016,Mon: 7:00 AM-12:00 PM;Tue: 7:00 AM-12:00 PM;Wed: 7:00 AM-12:00 PM;Thu: 7:00 AM-12:00 PM;Fri: 7:00 AM-12:00 PM;Sat: 7:00 AM-12:00 PM;,,,,,,,-78.900165,36.697279,,7/14/2016 11:39
1012573,Twin Bridges Farmers' Market,,,,,,Main Street City Park,Twin Bridges ,Madison,Montana,59754,05/07/2016 to 09/24/2016,Sat: 9:00 AM-12:00 PM;,,,,,,,-112.3310399,45.54426,,7/14/2016 11:35
1012574,McCutcheon/Mount Vernon Farmers Market ,http://www.fairfaxcounty.gov/parks/farmersmarkets/mtvernonmkt.htm,,,,,2501 Sherwood Hall Lane,Alexandria ,Fairfax,Virginia,22306,,Wed: 8:00 AM-12:00 PM;,,,,,,,-77.0749236,38.7434755,,7/14/2016 13:47
1012575,Matthews Community Farmers Market,http://matthewsfarmersmarket.com,Matthews Farmers Market,@Matthews_Market,,,North Trade and East John Street,Matthews ,Mecklenburg,North Carolina,28105,04/16/2016 to 11/27/2016,Sat: 8:00 AM-12:00 PM;,12/03/2016 to 04/08/2017,Sat: 8:00 AM-10:00 AM;,,,,,-80.722125,35.115766,,7/14/2016 12:05
1012576,Rockville Farmers Market,http://www.rockvillemd.gov/farmers,/RockvilleFarmersMarket,,,,Route 28 & Monroe Street,Rockville,Montgomery,Maryland,20850,05/14/2016 to 11/19/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-77.1492295,39.0819115,,7/14/2016 11:49
1012577,Simply Homegrown:  A Farmers' Market,http://www.rabunmarket.com,"simplyhomegrown, a farmers market",,,,837 hwy. 76w,clayton,Rabun,Georgia,30525,04/01/2016 to 10/29/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-83.4665588,34.8703554,,7/14/2016 12:10
1012578,Oak Marr Farmers Market ,http://www.fairfaxcounty.gov/parks/farmersmarkets/,,,,,3200 Jermantown Road,Oakton ,Fairfax,Virginia,22124,,Wed: 8:00 AM-12:00 PM;,,,,,,,-77.3142595,38.8751363,,7/14/2016 12:18
1012579,Powhatan Farmers Market,http://www.powhatanfarmersmarket.com,Powhatan Farmers Market,,,,2470 Anderson Hwy,Powhatan,Powhatan,Virginia,23139,05/05/2016 to 10/27/2016,Thu: 4:00 PM-7:00 PM;,,,,,,,-77.817293,37.522266,,7/14/2016 12:19
1012580,Pikeville Farmers Market,,Pikeville Farmers Market,,,,148 Trivette Drive,Pikeville,Pike,Kentucky,41501,06/04/2016 to 11/19/2016,Tue: 4:30 PM-7:00 PM;Sat: 9:00 AM-1:00 PM;,,,,,,,-82.516149,37.484163,,7/14/2016 13:22
1012583,Booneville Community Market,http://RuralDigitalBridge.org,STEPUPArkansas,,,,Broadway and 2nd St,Booneville ,Logan,Arkansas,72927,,Sat: 8:00 AM-12:00 PM;,,,,,,,-93.9219446,35.1391229,,7/14/2016 13:45
1012584,Sustainable Nantucket Farmers & Artisans Market,http://www.SustainableNantucket.org,https://www.facebook.com/Sustainable-Nantucket-Farmers-Artisans-Market-93323744428/?ref=bookmarks,,,,Cambridge Street and North Union Street,Nantucket ,Nantucket,Massachusetts,2554,06/11/2016 to 10/15/2016,Sun: 9:00 AM-1:00 PM;,,,,,,,-70.0983564,41.2840228,,7/14/2016 13:49
1012586,Wakefield Farmers Market ,http://www.fairfaxcounty.gov/parks/farmersmarkets/wakefieldmkt.htm,,,,,8100 Braddock Road,Annandale,Fairfax,Virginia,22003,,Wed: 2:00 PM-6:00 PM;,,,,,,,-77.2252242,38.8146476,,7/14/2016 13:55
1012587,Palm Desert Certified Farmers Market ,http://www.certifiedfarmersmarkets.org,https://www.facebook.com/CertifiedFarmersMarket/,@PSFARMERSMARKET,,Instagram: certifiedfarmersmarketscv,72-559 Hwy 111,Palm Desert,Riverside,California,92260,10/05/2016 to 04/26/2017,Wed: 8:00 AM-12:30 PM;,,,,,,,-116.400311,33.723677,,7/14/2016 14:03
1012588,Annandale Farmers Market ,http://www.fairfaxcounty.gov/parks/farmersmarkets/annandalemkt.htm,,,,,6621 Columbia Pike ,Annandale,Fairfax,Virginia,22003,,Thu: 8:00 AM-12:00 PM;,,,,,,,-77.1743282,38.8348371,,7/14/2016 14:03
1012589,CentraCare Health Family Farmers Market,http://www.marketmonday.org/,https://www.facebook.com/pages/Market-MondaySartell-Saturday-Winter-Market/204582149559040,,https://www.youtube.com/user/marketmondays,,1900 CentraCare Circle,St. Cloud ,Stearns,Minnesota,56303,06/16/2016 to 10/13/2016,Thu: 3:00 PM-6:00 PM;,,,,,,,-94.20525,45.581787,,7/14/2016 14:10
1012590,Floyd Farmers Market,http://sustainfloyd.org,floydfarmersmarket,,,,203 South Locust Street,Floyd,Floyd,Virginia,24091,05/14/2016 to 11/19/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-80.319761,36.91065,,7/14/2016 14:12
1012591,Old Town La Quinta Certified Farmers Market,http://www.certifiedfarmersmarkets.org,https://www.facebook.com/CertifiedFarmersMarket/,@PSFARMERSMARKET,,Instagram: certifiedfarmersmarketscv,78100 Main Street,La Quinta,Riverside,California,92253,10/02/2016 to 05/28/2017,Sun: 8:00 AM-12:30 PM;,,,,,,,-116.302435,33.67749,,7/14/2016 14:15
1012592,Government Center Farmers Market ,http://www.fairfaxcounty.gov/parks/farmersmarkets/governmentcntr-mrkt.htm,,,,,12000 Government Center Pkwy,Fairfax ,Fairfax,Virginia,22035,,Thu: 3:00 PM-7:00 PM;,,,,,,,-77.3563658,38.8541263,,7/14/2016 14:54
1012593,Boston University Farmers Market,http://www.bu.edu/dining/about-us/sustainability/farmers-market/,,,,,775 Commonwealth Ave,Boston,Suffolk,Massachusetts,2215,09/08/2016 to 10/27/2016,Thu: 11:00 AM-3:00 PM;,,,,,,,-71.10847,42.350598,,7/14/2016 14:15
1012594,McLean Farmers Market ,http://www.fairfaxcounty.gov/parks/farmersmarkets/mcleanmkt.htm,,,,,1659 Chain Bridge Road ,McLean,Fairfax,Virginia,22101,,Fri: 8:00 AM-12:00 PM;,,,,,,,-77.19051,38.9287009,,7/14/2016 14:53
1012595,Tobin FarmArt Market,,,,,,110 Auditorium Circle,San Antonio,Bexar,Texas,78205,01/01/2016 to 12/31/2016,Mon: 4:00 PM-7:00 PM;,,,,,,,-98.488822,29.43105,,7/14/2016 14:24
1012598,Burke Farmers Market ,http://www.fairfaxcounty.gov/parks/farmersmarkets/burkemkt.htm,,,,,"VRE Parking Lot, 5671 Roberts Parkway",Burke ,Fairfax,Virginia,22015,,Sat: 8:00 AM-12:00 PM;,,,,,,,-77.298861,38.796975,,7/14/2016 14:56
1012599,Fifth Street Farmers' Market,,Fifth Street Farmers Market,,,,W. Fifth Street,Sycamore,Wyandot,Ohio,44882,06/11/2016 to 10/08/2016,Sat: 9:00 AM-12:00 PM;,,,,,,,-83.1708481,40.9509495,,7/14/2016 14:46
1012600,Plainfield Township Farmers Market Hale,,,,,,220 N. Washington,Hale,Iosco,Michigan,48739,06/04/2016 to 10/29/2016,Sat: 8:00 AM-12:00 PM;,,,,,,,-83.803406,44.379872,,7/14/2016 15:01
1012601,Reston Farmers Market ,http://www.fairfaxcounty.gov/parks/farmersmarkets/restonmkt.htm,,,,,"Lake Anne Village Center, 11401 North Shore Drive ",Reston ,Fairfax,Virginia,20190,,Sat: 8:00 AM-12:00 PM;,,,,,,,-77.3570028,38.9586307,,7/14/2016 15:20
1012602,Hutchinson Farmers' Market,,https://www.facebook.com/HutchinsonFarmersMarket/,,,https://www.instagram.com/hutchfarmersmarket/,25 Adams Street SE,Hutchinson,McLeod,Minnesota,55350,01/16/2016 to 04/16/2016,Sat: 11:30 AM-3:00 PM;,05/14/2016 to 10/29/2016,Wed: 2:30 AM-5:30 PM;Sat: 8:00 AM-12:00 PM;,,,,,-94.364513,44.892092,,7/14/2016 15:11
1012603,Lebanon Farmers' Market,http://www.lebanonfarmersmarket.org,https://www.facebook.com/lebanonfarmersmarket,,,,51 North Park St,Lebanon ,Grafton,New Hampshire,3766,05/19/2016 to 09/29/2016,Thu: 4:00 PM-7:00 PM;,,,,,,,-72.2513957,43.6428883,,7/14/2016 15:04
1012604,Vienna Saturday Farmers Market,http://VIENNAFARMERSMARKET.COM,www.facebook.com/Vienna-Farmers-Market,,,,301 Center St Sotuh,Vienna,Fairfax,Virginia,22180,05/07/2016 to 10/29/2016,Sun: 8:00 AM-12:00 PM;,,,,,,,-77.2628865,38.8991973,,7/14/2016 15:17
1012605,Lorton Farmers Market ,http://www.fairfaxcounty.gov/parks/farmersmarkets/lortonmkt.htm,,,,,8990 Lorton Station Boulevard,Lorton ,Fairfax,Virginia,22079,,Sun: 9:00 AM-1:00 PM;,,,,,,,-77.2141457,38.7152174,,7/14/2016 15:17
1012606,El Dorado Farmers Market ,,https://www.facebook.com/eldoarkfarmers.market/,,,,1101 N.W. Ave,El Dorado,Union,Arkansas,71730,04/16/2016 to 10/29/2016,Wed: 8:00 AM-12:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,-92.665108,33.222386,,7/14/2016 15:29
1012607,Plain Township Farmers' Market,,https://www.facebook.com/PlainTownshipFarmersMarket/,,,,1714 Schneider Street NE,Canton,Stark,Ohio,44721,05/02/2016 to 09/26/2016,Mon: 4:00 PM-7:00 PM;,,,,,,,-81.349933,40.867046,,7/14/2016 15:33
1012608,Downtown Farmers' Market - Des Moines,http://www.desmoinesfarmersmarket.com/,https://www.facebook.com/DowntownFarmersMarket/,https://twitter.com/DTFarmersMarket,https://www.youtube.com/user/Downtown50309,,Court Avenue and 3rd Street,Des Moines,Polk,Iowa,50309,05/07/2016 to 09/24/2016,Sat: 7:00 AM-12:00 PM;,10/01/2016 to 10/29/2016,Sat: 8:00 AM-12:00 PM;,,,,,-93.6204386,41.5853202,,7/14/2016 15:38
1012609,Produce in the Park,,produceinthepark,,,,10 West 7th Street,Atlantic ,Cass,Iowa,50022,06/02/2016 to 09/29/2016,Thu: 4:30 PM-6:30 PM;,,,,,,,-95.013901,41.404685,,7/14/2016 15:47
1012610,Church + Main Market,http://churchmain.com,,,,,1848 Church Street,Appomattox ,Appomattox,Virginia,24522,09/03/2016 to 12/31/2016,Mon: 8:00 AM-12:00 PM;,,,,,,,-78.826597,37.353163,,7/14/2016 17:01
1012611,Yorktown Market Days,http://villageevents.org/,"Village Events, ltd.",,,,"331 Water Street,",Yorktown,York,Virginia,23690,05/14/2016 to 10/29/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-76.508206,37.238105,,7/14/2016 16:48
1012612,Lewis County Farmer's Markets DBA Centralia Farmer's Market,http://www.lewiscountyfarmersmarket.org/index.html,https://www.facebook.com/Centralias-Lewis-County-Farmers-Market-759554527389826/,,,,Corner of N. Pearl and Maple Streets,Centralia ,Lewis,Washington,98531,04/29/2016 to 09/30/2016,Fri: 10:00 AM-3:30 PM;,,,,,,,-122.9543076,46.7193298,,7/14/2016 16:53
1012614,Waukee Downtown Farmers Market,http://waukeedowntown.com,,,,,Ashworth Dr. and 6th St.,Waukee ,Dallas,Iowa,50263,06/01/2016 to 09/28/2016,Wed: 4:00 AM-7:00 AM;,,,,,,,-93.8855918,41.6119491,,7/14/2016 18:05
1012615,East New York Farmers' Market,http://eastnewyorkfarms.org/,,,,,613 New Lots Ave,Brooklyn,Kings,New York,11207,06/25/2016 to 11/26/2016,Sat: 9:00 AM-3:00 PM;,,,,,,,-73.8866767,40.6649239,,7/14/2016 18:04
1012616,Cedar Falls Farmers Market,https://cedarfallsfarmersmarket.net/,https://www.facebook.com/Cedar-Falls-Farmers-Market-116358658381830/,CFFarmersMkt,,,Clay & Third Streets,Cedar Falls,Black Hawk,Iowa,50613,05/07/2016 to 10/29/2016,Sat: 8:30 AM-12:00 PM;,,,,,,,-92.4481584,42.5359498,,7/14/2016 19:07
1012618,Leesburg Farmers Market,http://loudounfarmersmarkets.org,https://www.facebook.com/LeesburgFarmersMarket/,https://twitter.com/LoudounFarmMkts,https://www.youtube.com/channel/UCLtKasFkU1Reojzjl1-imyw,https://www.instagram.com/loudounfarmmkts,Catoctin Circle SE,Leesburg,Loudoun,Virginia,20175,05/07/2016 to 10/29/2016,Sat: 8:00 AM-12:00 PM;,05/04/2016 to 10/26/2016,Wed: 3:00 PM-6:00 PM;,11/05/2016 to 04/29/2017,Sat: 9:00 AM-12:00 PM;,,,-77.567028,39.10795,,7/14/2016 21:42
1012619,Grow Benzie Farmers Market,http://www.GrowBenzie.org/,https://www.facebook.com/Growbenzie/?fref=ts,,,,5885 Frankfort Hwy.,Benzonia,Benzie,Michigan,49616,06/06/2016 to 10/03/2016,Mon: 3:00 PM-7:00 PM;,,,,,,,-86.12149,44.630837,,7/14/2016 19:59
1012620,Kanawha Farmers Market,,,,,,,Kanawha,Hancock,Iowa,50447,06/13/2016 to 10/10/2016,Mon: 3:00 PM-5:00 PM;,,,,,,,-93.7932746,42.9377443,,7/14/2016 20:42
1012621,Ida Area Farmers' Market,http://www.idafarmersmarket.com,Ida Area Farmers Market,,,,2nd Street,Ida Grove,Ida,Iowa,51445,06/02/2016 to 09/29/2016,Thu: 4:00 PM-7:00 PM;,,,,,,,-95.470874,42.345173,,7/14/2016 20:47
1012623,Glen Rock Farmer's Market,,https://www.facebook.com/TheRuinsPark/,,,,30 Enterprise Street,Glen Rock borough,York,Pennsylvania,17327,05/15/2016 to 10/16/2016,Sun: 10:00 AM-1:00 PM;,,,,,,,-76.733814,39.794187,,7/14/2016 21:23
1012624,Bettendorf Farmers' Market,http://mvgrowers.com,Mississippi Valley Growers farmers Market,,,,,Bettendorf ,Scott,Iowa,52722,05/02/2016 to ,Mon: 2:30 AM-5:30 AM;Thu: 2:30 AM-5:30 AM;,,,,,,,-90.50228,41.524972,,7/14/2016 21:57
1012625,Bryan House Farmers Market,,,,,,1113  E. Mile 2 Rd,Mission ,Hidalgo,Texas,78574,10/01/2016 to ,Sat: 12:00 PM-2:00 PM;,,,,,,,-98.305365,26.241991,,7/15/2016 0:35
1012626,iowa falls farmers' market,,,,,,Corner of Rocksylvania Ave. anb Stevens St.,Iowa Falls,Hardin,Iowa,,05/07/2016 to 10/15/2016,Wed: 5:00 PM-7:00 PM;Sat: 8:30 AM-11:30 AM;,,,,,,,-93.26427,42.521386,,7/14/2016 22:35
1012627,Fearrington Farmers' Market,http://fearringtonfarmersmarket.com,https://www.facebook.com/fearringtonfarmersmarket,,,,East Camden,Fearrington Village,Chatham,North Carolina,27312,04/05/2016 to 11/22/2016,Tue: 4:00 AM-6:00 PM;,,,,,,,-79.086495,35.800131,,7/17/2016 12:27
1012628,Knoxville Farmers' Market ,,knoxville farmers market,,,,,Knoxville ,Marion,Iowa,50138,05/28/2016 to 10/15/2016,Tue: 2:30 PM-6:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,-93.097039,41.318334,,7/14/2016 22:52
1012629,Belle Plaine Farmers Market,,Belle Plaine IA Farmers Mkt,,,,12th St and 9th Ave,Belle Plaine ,Benton,Iowa,,07/01/2016 to 10/28/2016,Fri: 5:00 PM-7:00 PM;,,,,,,,-92.2749472,41.8963048,,7/14/2016 23:50
1012630,Neillsville Farmers Market,,,,,,Corners of Hewett & 5th Street,Neillsville ,Clark,Wisconsin,54456,07/16/2016 to 09/24/2016,Sat: 8:00 AM-12:00 PM;,,,,,,,-90.596173,44.559826,,7/15/2016 3:16
1012632,Boone Street Market,http://jonesborough.locallygrown.net,facebook.com/Boone-Street-Market-738767102860278/,@boonestmarket,,,101 Boone Street,Jonesborough,Washington,Tennessee,37659,01/01/2016 to 12/31/2016,Mon: 10:00 AM-6:00 PM;Tue: 10:00 AM-6:00 PM;Wed: 10:00 AM-6:00 PM;Thu: 10:00 AM-6:00 PM;Fri: 10:00 AM-6:00 PM;Sat: 10:00 AM-5:00 PM;,,,,,,,-82.471979,36.295271,,7/15/2016 7:57
1012633,The Madison Farmer's Market Inc.,http://Www.themadisonfarmersmarket.org,The Madison farmers market,,,,4 E. Mifflin St.,Madison,Dane,Wisconsin,53703,04/17/2016 to 11/06/2016,Sun: 8:00 AM-2:00 PM;,,,,,,,-89.382937,43.075298,,7/15/2016 8:29
1012634,Eldora Farmers Market,,,,,,Corner of Edgington Ave. and 14th Street,Eldora,Hardin,Iowa,50627,05/12/2016 to 10/13/2016,Fri: 4:00 PM-6:00 PM;,,,,,,,-93.1007727,42.3606264,,7/15/2016 8:29
1012635,Belchertown Farmers Market,http://belchertownfarmersmarket.weebly.com/,https://www.facebook.com/Belchertown-Farmers-Market-112245358807378/,https://twitter.com/marketbtown,,http://imgleak.com/user/belchertownfarmersmarket/2085736663,On The Common,Belchertown,Hampden,Massachusetts,1007,06/19/2016 to 10/09/2016,Sun: 10:00 AM-2:00 PM;,,,,,,,-72.40138,42.277868,,7/15/2016 8:57
1012636,Canterbury Community Farmers Market Association,http://www.ccfma.net,Canterbury Community Farmers Market Association,,,, Center Street,Canterbury,Merrimack,New Hampshire,3224,06/08/2016 to 10/05/2016,Wed: 4:00 PM-6:30 PM;,,,,,,,-71.565515,43.338273,,7/15/2016 8:54
1012637,Lemhi County Farmers' Market,http://www.lemhicountyfarmersmarket.wordpress.com,www.facebook.com/lemhicountyfarmersmarket,,,,103 Main St,Salmon,Lemhi,Idaho,83467,06/04/2016 to 09/24/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-113.897794,45.176588,,7/15/2016 9:32
1012638,Uptown Fresh Healthy Lifestyle Market,,,,,,3248 Bailey Ave, Buffalo,Erie,New York,14215,06/25/2016 to 09/24/2016,Sat: 10:00 AM-2:00 PM;,,,,,,,-78.8136755,42.9432192,,7/19/2016 22:06
1012639,Port Jervis Healthy Orange Farmers Market,http://Pjfarmmarket.com,Port Jervis Farmers Market,,,Instagram @pjfarmersmarket,Corner of Hammond and Pike Streets,Port Jervis ,Orange,New York,12771,06/25/2016 to 10/29/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-74.6923041,41.3755313,,7/15/2016 10:46
1012640,Morgan County-Decatur Farmers Market,,https://www.facebook.com/Morgan-CountyDecatur-Farmers-Market-174610319238067,,,,211 1st Ave SE,Decatur,Morgan,Alabama,35601,04/23/2016 to 06/20/2016,Mon: 7:00 AM-3:00 PM;Wed: 7:00 AM-3:00 PM;Fri: 7:00 AM-3:00 PM;Sat: 7:00 AM-3:00 PM;,06/21/2016 to 10/31/2016,Mon: 7:00 AM-3:00 PM;Tue: 7:00 AM-3:00 PM;Wed: 7:00 AM-3:00 PM;Thu: 7:00 AM-3:00 PM;Fri: 7:00 AM-3:00 PM;Sat: 7:00 AM-3:00 PM;,,,,,-86.986876,34.600893,,7/15/2016 10:43
1012641,Livingston Farmers Market,http://www.westernsustainabilityexchange.org,,,,,215 W. River Drive ,Livingston,Park,Montana,59047,06/01/2016 to 09/21/2016,Wed: 4:30 PM-7:30 PM;,,,,,,,-110.556745,45.654233,,7/15/2016 10:44
1012642,Lamoni Farmer's Market,,Lamoni Farmers' Market,,,,610 E Main,Lamoni,Decatur,Iowa,50140,05/07/2016 to ,Wed: 4:00 PM-7:00 PM;,,,,,,,-93.9262744,40.6236762,,7/15/2016 10:55
1012644,Rockingham Farmers' Market,,https://www.facebook.com/RockinghamFarmersMarket/,,,,125 E. Washington Street,Rockingham,Richmond,North Carolina,28379,04/30/2016 to 10/29/2016,Wed: 8:00 AM-12:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,-79.774713,34.939215,,7/15/2016 11:27
